"通し
No",区分,分類,"分類別
No",名前,データのURL,"データ
形式",説明,公開ウェブページ,公表組織名,連絡先,更新頻度,対象地域
321,医療,保健所,48,保健所･市区町村コード（沖縄県）,http://www.e-stat.go.jp/SG1/estat/Csvdl.do?sinfid=000021996896,csv,人口動態調査、地域保健・健康増進事業報告に使用するコード,http://www.mhlw.go.jp/toukei/list/81-1.html,厚生労働省,厚生労働省大臣官房統計情報部人口動態・保健社会統計課,不定期,沖縄県
322,教育,大学,1,大学・高等専門学校コード(JISX0408),※リンク不可,pdf,データ処理機械を用いて機械と機械，機械と人との間で情報を交換する場合の大学・高等専門学校コードについて規定したもの,http://www.jisc.go.jp/app/pager?id=31259&%23jps.JPSH0090D:JPSO0023:/JPS/JPSO0090.jsp=&AKKNB_vJISJISNO=X0408,,財団法人　日本規格協会,不定期,
323,教育,高等学校,1,高等学校等コード表,http://www.dnc.ac.jp/albums/abm.php?f=abm00000401.pdf&n=%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E7%AD%89%E3%82%B3%E3%83%BC%E3%83%89%E8%A1%A8.pdf,pdf,大学入試センター用,,,独立行政法人大学入試センター,不定期,
324,教育,高等学校学科,1,高等学校及び中等教育学校（後期課程）の学科コード表,http://www.mext.go.jp/b_menu/toukei/001/08010901/006/001.htm,html,平成19年度学校基本調査に使用する学科コード表,http://www.mext.go.jp/b_menu/toukei/001/08010901/006.htm,文部科学省,文部科学省生涯学習政策局政策課,不定期,
325,教育,特別支援学科,1,特別支援学校高等部の学科コード表,http://www.mext.go.jp/b_menu/toukei/001/08010901/006/002.htm,html,平成19年度学校基本調査に使用する学科コード表,http://www.mext.go.jp/b_menu/toukei/001/08010901/006.htm,文部科学省,文部科学省生涯学習政策局政策課,不定期,
326,教育,専修学校学科,1,専修学校の学科及び各種学校の課程のコード表,http://www.mext.go.jp/b_menu/toukei/001/08010901/006/003.htm,html,平成19年度学校基本調査に使用する課程コード表,http://www.mext.go.jp/b_menu/toukei/001/08010901/006.htm,文部科学省,文部科学省生涯学習政策局政策課,不定期,
327,統計・調査,年齢区分,1,"年齢
（平成22年国勢調査　人口等基本集計　分類項目一覧）",http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_xlsDownload_&fileId=000005031783&releaseCount=2,xls,※5歳階級が使われることが多く、「0-4歳」・・・・と5歳区切りで集計（添付ファイル国勢調査分類項目参照）,http://www.e-stat.go.jp/SG1/estat/GL08020101.do?_toGL08020101_&tstatCode=000001039448,総務省,総務省統計局統計調査部国勢統計課審査発表係,5年単位,
328,その他,その他,1,地域メッシュコード(JISX0410),※リンク不可,pdf,個々の地域メッシュを区別するため一定の付番規則に従って付けられたコード番号,http://www.jisc.go.jp/app/pager?id=31259&%23jps.JPSH0090D:JPSO0023:/JPS/JPSO0090.jsp=&AKKNB_vJISJISNO=X0410,,,不定期,
329,その他,その他,2,土地利用分類コード,http://www1.gsi.go.jp/geowww/LandUse/lu_10_schema_files/code.html,html,宅地利用動向調査に使用する土地利用データの分類コード,http://www1.gsi.go.jp/geowww/LandUse/lum-takudo.html,国土交通省,国土地理院,不定期,
330,その他,その他,3,土地利用種別コード,http://nlftp.mlit.go.jp/ksj/jpgis/codelist/LandUseCd-YY.html,html,全国の土地利用の状況について、3次メッシュ1/10細分区画（100mメッシュ）毎に、各利用区分（田、畑、果樹園、森林、荒地、建物用地、幹線交通用地、湖沼、河川等）を整備した際の利用種別コード,http://nlftp.mlit.go.jp/ksj/jpgis/datalist/KsjTmplt-L03-b.html,国土交通省,国土交通省国土政策局国土情報課,不定期,
331,その他,その他,4,地目コード(JISX0411) ,※リンク不可,pdf,不動産登記法上の土地の用途による分類を示すコード,http://www.jisc.go.jp/app/pager?id=31259&%23jps.JPSH0090D:JPSO0023:/JPS/JPSO0090.jsp=&AKKNB_vJISJISNO=X0411,,,不定期,
332,その他,その他,5,"郵便番号
（読み仮名データの促音・拗音を小書きで表記しないもの・全国一括）",http://www.post.japanpost.jp/zipcode/dl/oogaki/lzh/ken_all.lzh,lzh,郵便物の分類や配達業務のために宛先（住所や所在地）に加えて使用する番号コード,http://www.post.japanpost.jp/zipcode/download.html,総務省,日本郵便株式会社,不定期,
333,その他,その他,6,"郵便番号
（読み仮名データの促音・拗音を小書きで表記するもの・全国一括）",http://www.post.japanpost.jp/zipcode/dl/kogaki/lzh/ken_all.lzh,lzh,郵便物の分類や配達業務のために宛先（住所や所在地）に加えて使用する番号コード,http://www.post.japanpost.jp/zipcode/download.html,総務省,日本郵便株式会社,不定期,
334,その他,その他,7,"郵便番号
（ローマ字・全国一括）",http://www.post.japanpost.jp/zipcode/dl/roman/ken_all_rome.lzh,lzh,郵便物の分類や配達業務のために宛先（住所や所在地）に加えて使用する番号コード,http://www.post.japanpost.jp/zipcode/download.html,総務省,日本郵便株式会社,不定期,
335,その他,その他,8,"郵便番号
（事業所の個別郵便番号）",http://www.post.japanpost.jp/zipcode/dl/jigyosyo/lzh/jigyosyo.lzh,lzh,郵便物の分類や配達業務のために宛先（住所や所在地）に加えて使用する番号コード,http://www.post.japanpost.jp/zipcode/download.html,総務省,日本郵便株式会社,不定期,
336,その他,その他,9,地域コード,http://www.data.go.jp/data/storage/f/2013-12-17T00%3A22%3A26.600Z/mof13code_9.xlsx,xls,法人企業統計調査、法人企業景気予測調査に使用する地域コード,http://www.mof.go.jp/pri/reference/bos/index.htm,財務省,財務総合政策研究所調査統計部景気予測調査係,不定期,
337,その他,その他,10,水域コード,https://www2.env.go.jp/water-pub/mizu-site/mizu/download/kousui/kousui_y_manual.pdf,pdf,「公共用水域の水質測定」に使用する水域コード,http://www.env.go.jp/water/suiiki/index.html,環境省,環境省水大気環境局,不定期,
338,その他,その他,11,政府統計コード,http://www.stat.go.jp/info/guide/public/keikaku/pdf/beshi1.pdf,pdf,各政府統計に付与されたコード,http://www.stat.go.jp/info/guide/public/,総務省,総務省統計局統計情報システム課　最適化推進担当,不定期,
339,その他,その他,12,統計用語（エネルギー統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
340,その他,その他,13,統計用語（金融統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
341,その他,その他,14,統計用語（公共管理）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
342,その他,その他,15,統計用語（情報通信技術）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
343,その他,その他,16,統計用語（頭字語）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
344,その他,その他,17,統計用語（労働統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
345,その他,その他,18,統計用語（価格及び購買力平価）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
346,その他,その他,19,統計用語（科学技術統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
347,その他,その他,20,統計用語（教育訓練統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
348,その他,その他,21,統計用語（保健統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
349,その他,その他,22,統計用語（国際貿易統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
350,その他,その他,23,統計用語（国民経済計算）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
351,その他,その他,24,統計用語（産業及びサービス統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
352,その他,その他,25,統計用語（社会・福祉統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
353,その他,その他,26,統計用語（人口分析及び人口統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
354,その他,その他,27,統計用語（短期経済統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
355,その他,その他,28,統計用語（農業・漁業統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
356,その他,その他,29,統計用語（非加盟国）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
357,その他,その他,30,統計用語（品質、統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
358,その他,その他,31,統計用語（分類）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
359,その他,その他,32,統計用語（方法論的情報（メタデータ））,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
360,その他,その他,33,統計用語（輸送統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
361,その他,その他,34,統計用語（環境統計）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
362,その他,その他,35,統計用語（その他）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
363,その他,その他,36,統計用語（データ・エディティング）,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
364,その他,その他,37,統計用語（方法論的研究（開示抑制））,※リンク不可,html,統計項目の用語解説とコード,https://www.e-stat.go.jp/SG1/htoukeib/TopDisp.do?bKind=90,総務省,総務省統計局,不定期,
365,その他,その他,38,自治体中間標準レイアウト（表形式）,http://www.soumu.go.jp/main_content/000181703.zip,zip,全国の自治体が共通的に利用できる中間標準レイアウトとコード（属性に関するコード）,http://www.soumu.go.jp/main_sosiki/jichi_gyousei/c-gyousei/lg-cloud/02kiban07_03000024.html,総務省,総務省総合通信基盤局高度通信網振興課,不定期,
366,その他,その他,39,自治体中間標準レイアウト（XML形式）,http://www.soumu.go.jp/main_content/000181704.zip,zip,全国の自治体が共通的に利用できる中間標準レイアウトとコード（属性に関するコード）,http://www.soumu.go.jp/main_sosiki/jichi_gyousei/c-gyousei/lg-cloud/02kiban07_03000024.html,総務省,総務省総合通信基盤局高度通信網振興課,不定期,
367,その他,その他,40,文字コード（xlsx形式）,http://dl.mojikiban.ipa.go.jp/MJMojiJouhouIchiranhyou00301-xlsx.zip,zip,日本語に関する各種コードの相互連携表,ossipedia.ipa.go.jp/ipamjfont/mjmojiichiran/index.html,経済産業省,独立行政法人情報処理推進機構,不定期,
368,その他,その他,41,文字コード（ods形式）,http://dl.mojikiban.ipa.go.jp/MJMojiJouhouIchiranhyou00301-ods.zip,zip,日本語に関する各種コードの相互連携表,ossipedia.ipa.go.jp/ipamjfont/mjmojiichiran/index.html,経済産業省,独立行政法人情報処理推進機構,不定期,
369,その他,その他,42,地域番号一覧,http://www.data.go.jp/data/storage/f/2013-12-16T22%3A22%3A32.818Z/jinji13code_3.xlsx,xls,国家公務員給与等実態調査に用いる番号,http://www.jinji.go.jp/toukei/0312_koumuinkyuuyo/koumuinkyuuyo.htm,人事院,人事院給与局給与第一課調査第二班,不定期,
370,その他,その他,43,登録番号,非公表,-,景気ウォッチャー調査に用いる番号,http://www5.cao.go.jp/keizai3/watcher/watcher_menu.html,内閣府,内閣府政策統括官（経済財政分析担当）付参事官（地域担当）付,不定期,
371,その他,その他,44,税関符号表,http://www.customs.go.jp/toukei/sankou/dgorder/a2.htm,html,外国貿易等に関する統計に使用するコード,http://www.customs.go.jp/toukei/sankou/dgorder/ts_dg_or.htm,財務省,財務省関税局,不定期,
372,その他,その他,45,船（機）籍符号表,http://www.customs.go.jp/toukei/sankou/dgorder/a4.htm,html,外国貿易等に関する統計に使用するコード,http://www.customs.go.jp/toukei/sankou/dgorder/ts_dg_or.htm,財務省,財務省関税局,不定期,
373,その他,その他,46,貿易形態別符号表,http://www.customs.go.jp/toukei/sankou/dgorder/a5.htm,html,外国貿易等に関する統計に使用するコード,http://www.customs.go.jp/toukei/sankou/dgorder/ts_dg_or.htm,財務省,財務省関税局,不定期,
374,その他,その他,47,特恵税率適用符号表,http://www.customs.go.jp/toukei/sankou/dgorder/a6.htm,html,外国貿易等に関する統計に使用するコード,http://www.customs.go.jp/toukei/sankou/dgorder/ts_dg_or.htm,財務省,財務省関税局,不定期,
